Gene	N_mutations	Mean	Median	95CI_lower	95CI_upper	Min	Max	MSC	Source
GATA4	112	23.59367857	24.6	2.552916636	44.63444051	0.039	44	2.552916636	HGMD
GATA5	27	22.87614815	26.3	1.139	46.42460323	1.139	33	1.139	HGMD
GATA6	90	29.12478889	29.95	9.51809274	48.73148504	0.711	47	9.51809274	HGMD
GATA6-AS1	45	26.15091111	24.9	6.520515093	45.78130713	0.711	38	6.520515093	HGMD
GATAD2A	5	30.566	32	21.21922268	39.91277732	17.33	42	21.21922268	HGMD
GATAD2B	60	35.19666667	34	22.4629338	47.93039953	22.2	49	22.4629338	HGMD
GATB	2	28.55	28.55	18.6234443	38.4765557	23.1	34	18.6234443	HGMD
GATD1	19	28.63210526	31	15.10614809	42.15806243	18.01	37	15.10614809	HGMD
GATM	34	28.78411765	28.05	15.32021412	42.24802117	19.01	40	15.32021412	HGMD
GBA1	480	25.97562917	26.5	10.49439826	41.45686007	0.003	40	10.49439826	HGMD
GBA2	38	31.94736842	33	20.14007293	43.75466391	21.1	38	20.14007293	HGMD
GBE1	98	29.14816327	28.5	14.73197084	43.56435569	15.4	45	14.73197084	HGMD
GBF1	4	30.15	28.05	23.33834372	36.96165628	25.5	39	23.33834372	HGMD
GBP1	4	25.215	24.75	14.88847213	35.54152787	14.36	37	14.88847213	HGMD
GCDH	464	28.61575	28.9	11.46300773	45.76849227	0.007	58	11.46300773	HGMD
GCGR	11	30.05090909	31	11.07544988	49.0263683	11.66	41	11.07544988	HGMD
GCH1	256	30.09525391	31	11.05325934	49.13724847	0.008	58	11.05325934	HGMD
GCK	1083	29.71242013	29.7	13.86739674	45.55744352	0.222	58	13.86739674	HGMD
GCKR	36	22.57580556	22.4	5.286395795	39.86521532	8.319	39	5.286395795	HGMD
GCLC	6	29.06666667	27.9	26.40520721	31.72812613	26.6	33	26.40520721	HGMD
GCLC-AS1	3	29.23333333	28.7	26.14631577	32.32035089	27	32	26.14631577	HGMD
GCM2	23	23.65456522	24.3	6.688282697	40.62084774	6.395	36	6.688282697	HGMD
GCNA	2	21.615	21.615	14.35677532	28.87322468	17.63	25.6	14.35677532	HGMD
GCNT2	9	30.4	28.4	25.38368066	35.41631934	25.9	46	25.38368066	HGMD
GCOM1	2	39	39	35.35722726	42.64277274	37	41	35.35722726	HGMD
GCSH	8	30.775	29.3	21.48796653	40.06203347	21	55	21.48796653	HGMD
GDAP1	119	30.60394958	31	13.99566781	47.21223135	19.12	50	13.99566781	HGMD
GDAP2	6	35.66666667	34.5	33.0435705	38.28976284	34	41	33.0435705	HGMD
GDF1	18	23.96855556	26.95	0.464	52.92724862	0.464	37	0.464	HGMD
GDF11	7	33.78571429	35	31.34682223	36.22460634	28.5	37	31.34682223	HGMD
GDF2	55	25.52136364	25.2	6.337868984	44.70485829	0.166	38	6.337868984	HGMD
GDF3	4	19.57575	25.65	5.002808523	34.14869148	0.003	27	5.002808523	HGMD
GDF5	50	29.6592	29	17.2480516	42.0703484	19.56	42	17.2480516	HGMD
GDF5-AS1	50	29.6592	29	17.2480516	42.0703484	19.56	42	17.2480516	HGMD
GDF6	15	22.97146667	22.1	3.448167065	42.49476627	5.872	39	3.448167065	HGMD
GDF9	11	24.96427273	25.7	0.057230305	49.87131515	9.547	38	0.057230305	HGMD
GDI1	16	28.4875	26.7	17.85113577	39.12386423	23.7	36	17.85113577	HGMD
GDNF	7	22.83142857	24.4	19.46896321	26.19389393	17.56	27.2	19.46896321	HGMD
GDNF-AS1	7	22.83142857	24.4	19.46896321	26.19389393	17.56	27.2	19.46896321	HGMD
GDPD4	30	33.66333333	32.5	12.96658273	54.36008394	20.2	53	12.96658273	HGMD
GDPGP1	5	34.6	33	30.70376548	38.49623452	32	41	30.70376548	HGMD
GEMIN4	3	24.66666667	25.2	22.52759647	26.80573686	22.7	26.1	22.52759647	HGMD
GEMIN5	41	27.77756098	26.6	15.19430604	40.36081591	18.26	38	15.19430604	HGMD
GEMIN7P1	87	24.08050575	24.3	9.785714174	38.37529732	6.324	38	9.785714174	HGMD
GEN1	7	27.88571429	25.9	22.2218945	33.54953407	19.9	37	22.2218945	HGMD
GET3	3	33.73333333	27.1	18.71854206	48.74812461	26.1	48	18.71854206	HGMD
GET4	2	27.25	27.25	16.77702839	37.72297161	21.5	33	16.77702839	HGMD
GFAP	171	29.28102339	30	15.56259951	42.99944728	0.605	43	15.56259951	HGMD
GFER	9	31.19	34	25.03897864	37.34102136	13.61	40	25.03897864	HGMD
GFI1	2	25.05	25.05	24.23037613	25.86962387	24.6	25.5	24.23037613	HGMD
GFI1B	13	31.38692308	31	9.26943891	53.50440724	17.03	48	9.26943891	HGMD
GFM1	36	28.94366667	28.55	12.38248316	45.50485017	5.082	38	12.38248316	HGMD
GFM2	70	25.95111429	27.6	5.014857096	46.88737148	4.823	41	5.014857096	HGMD
GFPT1	48	29.95	30.45	16.85426579	43.04573421	21	40	16.85426579	HGMD
GFRA1	5	37.96	33	28.35478813	47.56521187	28.8	49	28.35478813	HGMD
GGA2	5	27.08	26.9	25.09223401	29.06776599	24.5	29.3	25.09223401	HGMD
GGA3	7	29.31428571	27.7	23.75762765	34.87094378	23.7	42	23.75762765	HGMD
GGACT	11	26.98272727	28.7	12.15946148	41.80599306	17.79	35	12.15946148	HGMD
GGCX	52	28.54003846	28.35	10.0185839	47.06149302	5.422	55	10.0185839	HGMD
GGPS1	5	26.22	26.7	23.79554386	28.64445614	23.6	29.5	23.79554386	HGMD
GGT1	2	21.355	21.355	16.90171033	25.80828967	18.91	23.8	16.90171033	HGMD
GH1	77	22.85001299	24.2	0.539791673	45.1602343	0.533	47	0.539791673	HGMD
GHDC	3	27.43333333	27.7	24.14286706	30.72379961	24.6	30	24.14286706	HGMD
GHR	107	28.93882243	28.7	10.04406217	47.83358269	1.43	45	10.04406217	HGMD
GHRHR	58	29.04603448	28.3	8.950835784	49.14123318	11.2	52	8.950835784	HGMD
GHSR	13	26.42230769	26.7	6.576937969	46.26767742	13.42	37	6.576937969	HGMD
GIGYF1	66	33.0095303	34	13.0288735	52.9901871	6.232	49	13.0288735	HGMD
GIGYF2	19	27.05947368	26.4	10.78309113	43.33585624	18.31	40	10.78309113	HGMD
GIMAP3P	4	22.7	22.3	21.33092795	24.06907205	21.8	24.4	21.33092795	HGMD
GIMAP5	4	22.7	22.3	21.33092795	24.06907205	21.8	24.4	21.33092795	HGMD
GIMAP6	2	21.145	21.145	8.29	44.55892176	8.29	34	8.29	HGMD
GINS1	5	23.518	26.9	17.76166106	29.27433894	16.06	28.5	17.76166106	HGMD
GINS4	2	31.7	31.7	18.40387952	44.99612048	24.4	39	18.40387952	HGMD
GIPC2	3	32.66666667	33	27.19127598	38.14205735	28	37	27.19127598	HGMD
GIPC3	22	30.77045455	30.25	12.62715481	48.91375428	16.65	50	12.62715481	HGMD
GIT1	6	27.83333333	28.2	24.48879387	31.17787279	23.5	32	24.48879387	HGMD
GJA1	120	24.23219167	24.7	12.60401743	35.8603659	1.782	36	12.60401743	HGMD
GJA3	55	26.08223636	26.7	13.78497911	38.37949362	7.435	33	13.78497911	HGMD
GJA5	16	20.599625	24.2	0.02	45.34758263	0.02	36	0.02	HGMD
GJA8	85	27.85011765	28	19.63447147	36.06576382	19.07	39	19.63447147	HGMD
GJB1	514	25.1657393	24.6	13.63105818	36.70042042	10.45	38	13.63105818	HGMD
GJB2	364	25.98724176	25.1	8.209923314	43.7645602	0.05	45	8.209923314	HGMD
GJB3	31	22.60667742	24	3.891045739	41.3223091	0.007	43	3.891045739	HGMD
GJB4	17	24.23058824	23.2	9.536081387	38.92509508	19.71	46	9.536081387	HGMD
GJB5	17	24.23058824	23.2	9.536081387	38.92509508	19.71	46	9.536081387	HGMD
GJB6	23	22.76826087	23.6	12.83072944	32.7057923	11.2	28.2	12.83072944	HGMD
GJC2	86	25.94455814	26.9	7.379064196	44.51005208	1.468	41	7.379064196	HGMD
GJC3	4	16.9945	17.903	1.363764021	32.62523598	1.172	31	1.363764021	HGMD
GJD2-DT	65	28.36609231	28.5	16.31246916	40.41971546	1.696	36	16.31246916	HGMD
GK	32	28.3235625	27.9	11.47612928	45.17099572	0.174	40	11.47612928	HGMD
GK-AS1	24	29.39916667	28	17.86488146	40.93345187	18.98	40	17.86488146	HGMD
GK-IT1	4	20.0185	25.25	5.082036397	34.9549636	0.174	29.4	5.082036397	HGMD
GLA	997	26.1162347	26.3	9.754408402	42.47806101	0.039	44	9.754408402	HGMD
GLB1	271	28.00676753	28.2	9.873292805	46.14024225	0.918	62	9.873292805	HGMD
GLB1L	4	34.5	36	28.63326955	40.36673045	27	39	28.63326955	HGMD
GLDC	186	31.02423118	31	12.40840428	49.64005808	6.991	54	12.40840428	HGMD
GLDN	22	30.07818182	29.25	12.38673326	47.76963038	16.22	42	12.38673326	HGMD
GLE1	25	26.29636	26.9	5.711059267	46.88166073	1.679	36	5.711059267	HGMD
GLI1	23	31.56695652	32	13.34415847	49.78975458	19.54	54	13.34415847	HGMD
GLI2	63	29.15963492	31	3.878917402	54.44035244	0.196	48	3.878917402	HGMD
GLI3	261	31.06284291	33	11.71617483	50.40951099	0.006	45	11.71617483	HGMD
GLIS2	5	30.2	31	24.96859278	35.43140722	24.6	36	24.96859278	HGMD
GLIS3	37	32.44110811	33	9.659937207	55.22227901	0.041	45	9.659937207	HGMD
GLMN	45	32.45204444	34	15.66588155	49.23820734	8.812	44	15.66588155	HGMD
GLP1R	2	22.5	22.5	7.018215874	37.98178413	14	31	7.018215874	HGMD
GLRA1	77	31.4025974	32	19.65706418	43.14813063	21	47	19.65706418	HGMD
GLRA2	10	25.881	27.05	16.52082865	35.24117135	18.51	29.9	16.52082865	HGMD
GLRB	17	32.09117647	33	14.54802711	49.63432583	19.85	49	14.54802711	HGMD
GLRX5	10	30.28	28.95	8.645548496	51.9144515	21.3	48	8.645548496	HGMD
GLS	8	33.4	34.5	30.07628177	36.72371823	25.2	38	30.07628177	HGMD
GLT8D1	6	27.96666667	27.75	26.07707483	29.85625851	26	31	26.07707483	HGMD
GLUD1	40	27.655	27.35	19.55342307	35.75657693	22.1	33	19.55342307	HGMD
GLUL	8	31.15	30.85	26.50859074	35.79140926	25.3	42	26.50859074	HGMD
GLYCTK	5	27.38	28.4	25.23428626	29.52571374	24.5	29.4	25.23428626	HGMD
GLYCTK-AS1	5	27.38	28.4	25.23428626	29.52571374	24.5	29.4	25.23428626	HGMD
GLYR1	17	30.64441176	34	0.397	63.33680645	0.397	52	0.397	HGMD
GM2A	16	29.549375	30.15	14.28564249	44.81310751	16.89	38	14.28564249	HGMD
GML	246	25.04586179	24.95	5.906003386	44.18572019	0.003	45	5.906003386	HGMD
GMNN	3	29.76666667	26.8	20.9967899	38.53654343	24.5	38	20.9967899	HGMD
GMPPA	19	31.57368421	29.5	18.24475042	44.902618	21.4	40	18.24475042	HGMD
GMPPB	74	27.31347297	27.35	11.85768557	42.76926038	0.727	42	11.85768557	HGMD
GMPR2	53	27.50779245	26.8	11.92280277	43.09278214	1.163	38	11.92280277	HGMD
GNA11	16	26.8	26.95	16.23517402	37.36482598	20.3	33	16.23517402	HGMD
GNAI1	12	29.68333333	29.15	18.58640412	40.78026254	21	37	18.58640412	HGMD
GNAI3	19	29.9	32	16.71537672	43.08462328	19.4	37	16.71537672	HGMD
GNAL	40	29.222275	30.35	8.831349472	49.61320053	8.221	48	8.831349472	HGMD
GNAO1	89	29.78629213	29.2	18.85928487	40.7132994	19.48	44	18.85928487	HGMD
GNAO1-AS1	17	30.32941176	29	18.91212806	41.74669547	25.5	43	18.91212806	HGMD
GNAO1-DT	17	30.32941176	29	18.91212806	41.74669547	25.5	43	18.91212806	HGMD
GNAQ	3	31.13333333	32	27.02394889	35.24271778	27.4	34	27.02394889	HGMD
GNAS	362	31.82439227	33	12.62434074	51.02444379	0.02	57	12.62434074	HGMD
GNAS-AS1	11	13.03	14.82	0.02	31.98188223	0.02	23.4	0.02	HGMD
GNAT1	15	26.74733333	27.1	7.567902602	45.92676407	9.02	39	7.567902602	HGMD
GNAT2	26	30.37938462	33	11.36165087	49.39711836	2.264	40	11.36165087	HGMD
GNB1	41	30.65121951	31	21.4163351	39.88610392	23.3	41	21.4163351	HGMD
GNB1L	3	25.6	24.4	19.63652402	31.56347598	21.4	31	19.63652402	HGMD
GNB2	35	33.36891429	34	10.41765611	56.32017246	6.232	49	10.41765611	HGMD
GNB3	4	32.2	32.8	21.58270782	42.81729218	21.2	42	21.58270782	HGMD
GNB4	5	30.92	31	28.65866245	33.18133755	27.9	33	28.65866245	HGMD
GNB5	15	33.77333333	34	18.16359051	49.38307616	23.6	42	18.16359051	HGMD
GNE	270	28.45720741	28.2	14.65709678	42.25731804	6.886	43	14.65709678	HGMD
GNG12-AS1	5	28.62	29.7	24.45613389	32.78386611	22.4	32	24.45613389	HGMD
GNG3	9	32.42111111	34	26.00856069	38.83366153	16.69	41	26.00856069	HGMD
GNL2	2	25.42	25.42	13.4352777	37.4047223	18.84	32	13.4352777	HGMD
GNL3	6	27.96666667	27.75	26.07707483	29.85625851	26	31	26.07707483	HGMD
GNL3LP1	32	29.4655	30	13.15207473	45.77892527	4.696	39	13.15207473	HGMD
GNMT	56	30.15	29.2	14.66319334	45.63680666	15.42	52	14.66319334	HGMD
GNPAT	15	27.47246667	29.6	6.569875296	48.37505804	9.707	39	6.569875296	HGMD
GNPDA2	2	29.25	29.25	26.06257386	32.43742614	27.5	31	26.06257386	HGMD
GNPNAT1	2	26.1	26.1	22.27508863	29.92491137	24	28.2	22.27508863	HGMD
GNPTAB	272	30.05265809	32	11.62086321	48.48445297	0.372	56	11.62086321	HGMD
GNPTG	60	28.91868333	29.7	4.818532423	53.01883424	2.509	51	4.818532423	HGMD
GNRH1	10	24.144	25.05	5.58591155	42.70208845	11.78	38	5.58591155	HGMD
GNRHR	59	25.3760678	25.6	8.983067364	41.76906823	0.598	40	8.983067364	HGMD
GNRHR2	15	26.71953333	33	3.711	60.38466597	3.711	48	3.711	HGMD
GNS	21	32.49333333	32	15.29777515	49.68889152	19.66	51	15.29777515	HGMD
GOLGA2	4	29.95	29.4	23.92185772	35.97814228	25	36	23.92185772	HGMD
GOLGA2P1	3	35	37	21.47859985	48.52140015	23	45	21.47859985	HGMD
GOLGA4	2	32	32	28.35722726	35.64277274	30	34	28.35722726	HGMD
GON7	5	32.08	29	24.77575468	39.38424532	26.5	44	24.77575468	HGMD
GORAB	17	30.23882353	31	12.01868276	48.4589643	17.66	42	12.01868276	HGMD
GORASP1	2	20.995	20.995	17.1609817	24.8290183	18.89	23.1	17.1609817	HGMD
GOSR2	11	31.99090909	32	15.19156998	48.7902482	20.8	43	15.19156998	HGMD
GOT2	4	25.5375	26.25	19.83941003	31.23558997	18.65	31	19.83941003	HGMD
GP1BA	94	22.93405319	23.5	5.824362098	40.04374428	0.299	39	5.824362098	HGMD
GP1BB	61	26.52147541	25.9	12.81189057	40.23106025	15.58	39	12.81189057	HGMD
GP6	7	24.85285714	21.1	17.56737354	32.13834075	14	36	17.56737354	HGMD
GP6-AS1	7	24.85285714	21.1	17.56737354	32.13834075	14	36	17.56737354	HGMD
GP9	38	23.59931579	24.4	8.686761916	38.51186966	8.584	36	8.686761916	HGMD
GPAA1	21	27.26190476	25.7	18.71460226	35.80920726	22.7	35	18.71460226	HGMD
GPAM	2	27.85	27.85	20.29124657	35.40875343	23.7	32	20.29124657	HGMD
GPANK1	68	33.70676471	34	17.59600985	49.81751956	19.36	49	17.59600985	HGMD
GPAT4-AS1	2	31.7	31.7	18.40387952	44.99612048	24.4	39	18.40387952	HGMD
GPATCH3	9	13.16177778	14.31	6.246329507	20.07722605	0.444	25.3	6.246329507	HGMD
GPATCH4	21	31.04333333	33	14.11830374	47.96836292	13.94	47	14.11830374	HGMD
GPATCH8	2	13.8325	13.8325	2.165	35.08352545	2.165	25.5	2.165	HGMD
GPC2	2	22.65	22.65	20.73754431	24.56245569	21.6	23.7	20.73754431	HGMD
GPC3	57	32.18054386	34	15.32961874	49.03146898	2.871	41	15.32961874	HGMD
GPC4	11	29.9	31	17.58392109	42.21607891	21.3	37	17.58392109	HGMD
GPC6	3	32.53333333	29.7	25.71580597	39.3508607	28.9	39	25.71580597	HGMD
GPC6-AS2	2	34.35	34.35	25.88055339	42.81944661	29.7	39	25.88055339	HGMD
GPD1	21	32.98095238	33	20.06393086	45.8979739	24.6	50	20.06393086	HGMD
GPD1L	6	25.33166667	21.7	16.76832996	33.89500338	15.89	40	16.76832996	HGMD
GPD2	2	28.15	28.15	27.51251477	28.78748523	27.8	28.5	27.51251477	HGMD
GPHN	6	34.61666667	32.5	28.2171673	41.01616603	29.7	48	28.2171673	HGMD
GPI	57	28.97878947	29.4	13.05622435	44.9013546	0.861	45	13.05622435	HGMD
GPIHBP1	30	19.87293333	21.4	0.363	40.54004609	0.363	36	0.363	HGMD
GPLD1	11	25.58363636	23.5	13.16257638	38.00469635	19.82	35	13.16257638	HGMD
GPM6B	18	23.83111111	22.5	8.081324613	39.58089761	10.69	35	8.081324613	HGMD
GPN2	4	14.7125	14.99	9.052731441	20.37226856	8.27	20.6	9.052731441	HGMD
GPNMB	15	29.26733333	32	13.13368393	45.40098273	16.68	37	13.13368393	HGMD
GPR143	186	24.94171505	24.75	8.398513921	41.48491619	4.746	37	8.398513921	HGMD
GPR152	9	30.15555556	29.2	23.26107284	37.05003827	19.8	41	23.26107284	HGMD
GPR161	3	29.03333333	32	20.60291048	37.46375618	21.1	34	20.60291048	HGMD
GPR17	2	27.35	27.35	17.05916702	37.64083298	21.7	33	17.05916702	HGMD
GPR179	17	27.69941176	26.8	15.89124598	39.50757754	19.89	37	15.89124598	HGMD
GPR68	3	32.96666667	34	28.52120129	37.41213204	28.9	36	28.52120129	HGMD
GPR85	2	23.5	23.5	21.496475	25.503525	22.4	24.6	21.496475	HGMD
GPSM1	4	25.52	24.59	16.50605106	34.53394894	17.9	35	16.50605106	HGMD
GPSM2	15	35.82666667	36	19.9002169	51.75311643	21.3	45	19.9002169	HGMD
GPT	17	28.65823529	29.2	8.545382337	48.77108825	16.26	42	8.545382337	HGMD
GPT2	13	31.3	29.8	20.34416214	42.25583786	25.1	39	20.34416214	HGMD
GPX4	9	26.44888889	27.2	20.48653873	32.41123905	10.64	35	20.48653873	HGMD
GRAMD1A	2	19.275	19.275	17.40807897	21.14192103	18.25	20.3	17.40807897	HGMD
GRAMD2A	3	30.4	31	25.62254835	35.17745165	26.2	34	25.62254835	HGMD
GREB1L	84	28.80809524	27.75	14.32414692	43.29204356	14.28	43	14.32414692	HGMD
GREM2	3	14.359	19.97	0.007	29.57041295	0.007	23.1	0.007	HGMD
GRHL2	13	30.95869231	34	9.743	62.77465503	9.743	56	9.743	HGMD
GRHL3	27	29.88962963	31	16.11499282	43.66426644	19.24	39	16.11499282	HGMD
GRHPR	55	31.58545455	32	18.48339825	44.68751084	20.1	48	18.48339825	HGMD
GRIA1	5	31.44	33	24.98351031	37.89648969	21.2	38	24.98351031	HGMD
GRIA2	7	35.14285714	33	30.00623991	40.27947438	32	48	30.00623991	HGMD
GRIA3	29	28.06310345	29.4	15.68610042	40.44010647	18.04	37	15.68610042	HGMD
GRIA4	7	28.54285714	28.2	26.41249942	30.67321487	26.1	32	26.41249942	HGMD
GRID2	12	29.975	28.05	12.77402508	47.17597492	19.7	43	12.77402508	HGMD
GRIK1	2	25.885	25.885	11.10444963	40.66555037	17.77	34	11.10444963	HGMD
GRIK2	7	35.71428571	34	32.73780715	38.69076427	31	40	32.73780715	HGMD
GRIN1	65	30.12415385	31	19.65295758	40.59535011	19.67	41	19.65295758	HGMD
GRIN2A	158	29.81517722	28.95	12.73685423	46.8935002	0.088	51	12.73685423	HGMD
GRIN2B	115	31.02608696	31	16.45995511	45.5922188	10.37	47	16.45995511	HGMD
GRIN2C	51	28.36705882	27	12.612371	44.12174665	15.45	48	12.612371	HGMD
GRIN2D	22	29.58181818	31.5	18.97116456	40.1924718	21.1	34	18.97116456	HGMD
GRIN3A	5	23.448	24.7	19.12680301	27.76919699	17.54	28.7	19.12680301	HGMD
GRIN3B	9	17.77888889	23	8.458606993	27.09917079	0.468	29.8	8.458606993	HGMD
GRIP1	8	33.5625	34.5	28.47158306	38.65341694	24.8	42	28.47158306	HGMD
GRK1	27	28.69425926	26.5	8.294496227	49.09402229	6.945	55	8.294496227	HGMD
GRK2	3	36	35	32.78737642	39.21262358	34	39	32.78737642	HGMD
GRK6	67	26.6380597	27.8	5.820684255	47.45543515	1.352	47	5.820684255	HGMD
GRM1	20	29.426	32	10.13856341	48.71343659	13.7	41	10.13856341	HGMD
GRM6	41	29.3882439	28.4	2.61647948	56.16000832	2.362	61	2.61647948	HGMD
GRM7	7	38.57142857	33	32.15857018	44.98428696	33	49	32.15857018	HGMD
GRN	219	28.06110959	28.4	7.733956385	48.38826279	0.004	44	7.733956385	HGMD
GRWD1	5	25.1	24.3	22.0452793	28.1547207	22.4	28.8	22.0452793	HGMD
GRXCR1	12	32.7575	34.5	11.66348112	53.85151888	16.76	43	11.66348112	HGMD
GRXCR2	5	30.4	27.4	23.13196087	37.66803913	23.8	41	23.13196087	HGMD
GSC	3	38	35	29.50019695	46.49980305	33	46	29.50019695	HGMD
GSDME	16	20.4855	22.78	2.113	48.09167135	2.113	35	2.113	HGMD
GSEC	3	27.4	24.2	18.25832571	36.54167429	22	36	18.25832571	HGMD
GSK3A	6	21.66483333	24.05	11.13923095	32.19043572	1.289	34	11.13923095	HGMD
GSN	12	27.92083333	28.85	13.2362097	42.60545696	15.3	34	13.2362097	HGMD
GSR	4	28.7	26.3	20.75136472	36.64863528	23.2	39	20.75136472	HGMD
GSS	37	29.02945946	31	12.20591014	45.85300878	5.51	37	12.20591014	HGMD
GSTO1	3	31.16666667	31	29.03450043	33.2988329	29.5	33	29.03450043	HGMD
GSTZ1	4	26.025	25.3	19.20307827	32.84692173	20.5	33	19.20307827	HGMD
GSX2	2	34.7	34.7	25.04665225	44.35334775	29.4	40	25.04665225	HGMD
GTF2A1L	84	29.4497619	28.15	14.6492782	44.25024561	18.37	44	14.6492782	HGMD
GTF2E2	2	27.4	27.4	23.21081135	31.58918865	25.1	29.7	23.21081135	HGMD
GTF2H3	10	27.05	26.6	18.63192343	35.46807657	22.8	33	18.63192343	HGMD
GTF2H4	11	28.64909091	27.8	7.162944874	50.13523694	11.37	44	7.162944874	HGMD
GTF2H5	6	32.31666667	32.3	25.10679394	39.52653939	24.3	41	25.10679394	HGMD
GTF2IRD1	2	30.95	30.95	29.03754431	32.86245569	29.9	32	29.03754431	HGMD
GTF3A	2	26.35	26.35	21.8876034	30.8123966	23.9	28.8	21.8876034	HGMD
GTF3C2	6	31.06666667	32	26.12735897	36.00597437	23.6	36	26.12735897	HGMD
GTF3C2-AS2	42	26.73142857	26.35	15.25493987	38.20791727	17.38	38	15.25493987	HGMD
GTPBP1	2	18.2715	18.2715	7.543	37.81224365	7.543	29	7.543	HGMD
GTPBP2	58	29.88748276	32.5	7.708421266	52.06654425	1.086	44	7.708421266	HGMD
GTPBP3	32	30.5525	30.35	16.41953496	44.68546504	18.88	44	16.41953496	HGMD
GTPBP8	3	20.01366667	19.78	4.384847027	35.64248631	7.261	33	4.384847027	HGMD
GTSE1	6	26.62166667	26.7	20.20011963	33.0432137	19.53	34	20.20011963	HGMD
GUCA1A	33	27.62484848	28.1	15.49101609	39.75868088	19.74	37	15.49101609	HGMD
GUCA1B	33	27.14606061	27.8	15.46973123	38.82238998	19.74	35	15.46973123	HGMD
GUCY1A1	10	32.51	32	21.71457063	43.30542937	22.7	39	21.71457063	HGMD
GUCY2C	16	25.9875	26.5	14.28462662	37.69037338	16.37	33	14.28462662	HGMD
GUCY2C-AS1	2	16.5	16.5	16.26321977	16.73678023	16.37	16.63	16.26321977	HGMD
GUCY2D	295	28.89936949	29.4	11.29176206	46.50697693	0.485	54	11.29176206	HGMD
GUF1	2	29.25	29.25	26.06257386	32.43742614	27.5	31	26.06257386	HGMD
GUK1	3	25.36666667	20.7	15.23482886	35.49850447	20.4	35	15.23482886	HGMD
GUSB	80	27.0780125	26.3	8.699702676	45.45632232	0.446	43	8.699702676	HGMD
GUSBP5	4	4.02075	1.666	0.001	10.6690569	0.001	12.75	0.001	HGMD
GYG1	20	30.34075	33	9.90684847	50.77465153	1.115	40	9.90684847	HGMD
GYPA	2	1.46	1.46	0.001	4.117402711	0.001	2.919	0.001	HGMD
GYPB	2	6.5815	6.5815	0.413	17.81672181	0.413	12.75	0.413	HGMD
GYS1	70	22.5755	22.15	3.453919557	41.69708044	3.95	41	3.453919557	HGMD
GYS2	32	31.853125	32	18.65373008	45.05251992	24.4	48	18.65373008	HGMD
GZF1	4	33.75	33.5	32.68211758	34.81788242	33	35	32.68211758	HGMD
GZMB	2	9.435	9.435	0.01	26.60156652	0.01	18.86	0.01	HGMD
H1-4	26	29.56538462	29.85	19.07504995	40.05571928	22.4	34	19.07504995	HGMD
H1-6	4	23.45	23.9	21.94115975	24.95884025	21.5	24.5	21.94115975	HGMD
H1-9P	139	27.77820144	26.9	12.16696679	43.38943609	14.85	50	12.16696679	HGMD
H19	7	11.23357143	13.89	6.597141447	15.87000141	3.927	17.8	6.597141447	HGMD
H2AX	424	30.92428066	32	15.04691321	46.80164811	7.755	59	15.04691321	HGMD
H2BC4	49	23.44404082	24.2	1.366414326	45.52166731	0.061	37	1.366414326	HGMD
H2BC5	26	29.56538462	29.85	19.07504995	40.05571928	22.4	34	19.07504995	HGMD
H2BC6-AS1	26	29.56538462	29.85	19.07504995	40.05571928	22.4	34	19.07504995	HGMD
H2BC7	7	27.95714286	28.1	27.05750886	28.85677685	26.3	29.3	27.05750886	HGMD
H3-3A	25	28.044	26.7	19.65262018	36.43537982	23.2	34	19.65262018	HGMD
H3-3A-DT	16	29.03125	27.25	20.03992738	38.02257262	23.2	34	20.03992738	HGMD
H3-3B	13	25.78461538	25.4	20.71600702	30.85322375	23.8	32	20.71600702	HGMD
H3P38	6	28.94833333	31.25	22.3075809	35.58908576	16.79	35	22.3075809	HGMD
H4C11	2	24.6	24.6	24.05358409	25.14641591	24.3	24.9	24.05358409	HGMD
H4C3	4	23.45	23.9	21.94115975	24.95884025	21.5	24.5	21.94115975	HGMD
H4C5	7	27.95714286	28.1	27.05750886	28.85677685	26.3	29.3	27.05750886	HGMD
H6PD	7	29.77285714	28.5	22.30397692	37.24173737	14.91	40	22.30397692	HGMD
HAAO	7	30.4	29.2	26.20443247	34.59556753	24.9	39	26.20443247	HGMD
HABP2	2	40.5	40.5	34.12514771	46.87485229	37	44	34.12514771	HGMD
HACD1	6	35.31666667	34	30.8467733	39.78656004	29.9	41	30.8467733	HGMD
HACE1	15	36.92666667	38	16.83751721	57.01581612	21.3	53	16.83751721	HGMD
HADH	26	28.84365385	30.05	8.567425983	49.11988171	0.335	41	8.567425983	HGMD
HADHA	83	30.78807229	31	19.85646185	41.71968273	16.41	40	19.85646185	HGMD
HADHB	89	29.33962921	29.6	14.09739168	44.58186675	8.972	44	14.09739168	HGMD
HAGH	32	24.69015625	25.15	9.258830925	40.12148157	3.345	44	9.258830925	HGMD
HAGHL	5	26.8	24.3	20.87805695	32.72194305	23.5	37	20.87805695	HGMD
HAL	8	31.0625	28.75	25.46637792	36.65862208	22.3	43	25.46637792	HGMD
HAMP	18	20.82327778	21.9	0.712	46.3724656	0.712	36	0.712	HGMD
HAND1	9	32.58555556	34	25.48299044	39.68812067	17.07	41	25.48299044	HGMD
HAND2	3	37	32	26.4842209	47.5157791	32	47	26.4842209	HGMD
HAND2-AS1	3	37	32	26.4842209	47.5157791	32	47	26.4842209	HGMD
HAO1	2	32.3	32.3	27.38225681	37.21774319	29.6	35	27.38225681	HGMD
